id,datetime,location,text,rating,accessibility,facility,activity,english_translation,aspects,sentiment
1dbb224ead3e4911a79fb0616dd988b9,2019-02-15 11:58:53,Curug Malela,"Berlokasi di Desa Cicadas, Gunung Halu, air terjun ini mengalir dalam 5 jalur, menghasilkan pemandangan yang megah dan memikat.

Air terjun ini masih satu rangkaian dengan Curug Katumiri, Manglid, Ngebul, Sumpel, Palisir, dan Pameungpeuk.

Tarif: Rp10.000,00",5,neutral,neutral,neutral,"Located in Cicadas Village, Gunung Halu, this waterfall flows in 5 streams, creating a magnificent and captivating view.

This waterfall is still part of the same series as Curug Katumiri, Manglid, Ngebul, Sumpel, Palisir, and Pameungpeuk.

Entrance Fee: Rp10,000.00",,
e219b1d81b454a2084e1371691e18113,2022-08-23 17:57:45,Floating Market Lembang,"Pertama kesini awal pembukaan dan hampir tiap sabtu dan minggu kesini, msh sepi dan sengaja cari hotel yg dkt sini biar minggu paginya bs olah raga disini.. Dan berjalan waktu ternyata tambah rame dan tambah banyak arena lain... Makanan nya pun tambah banyay",5,neutral,neutral,neutral,"First came here at the opening and almost every Saturday and Sunday came here, still quiet and intentionally looked for a hotel nearby so that on Sunday mornings could exercise here. And as time went on, it turned out to be more crowded and more other attractions... The food also increased a lot.",,
a67c353652b748efba21ac6f03f21899,2023-01-26 17:57:54,Floating Market Lembang,"11 Juli 2017
Destinasi wisata di Lembang, perlu di tingkatkan sarana wisatanya,  2 jam waktu tempuh dgn jarak 7 KM dari kota Bandung membuat tidak nyaman

28 December 2022
Kedua kali ketempat wisata ini dan sudah banyak perubahan dan penambahan sarana wisata",4,neutral,neutral,neutral,"July 11, 2017
Tourist destinations in Lembang need to improve their tourism facilities; a 2-hour travel time for a distance of 7 KM from Bandung city makes it uncomfortable.

December 28, 2022
Second time at this tourist spot, and there have been many changes and additions to the tourism facilities.",,
41f15da2a1c644e7a38c5afca78265d5,2019-02-23 17:58:16,Floating Market Lembang,"Lahan luas, tertata dengan baik, tiket masuk 20.000 bisa ditukar dengan minuman. Harga harga jajanan relatif murah. Recommended banget untuk orang-orang yang lagi berlibur di Bandung. Weekend tidak pernah sepi, malah sering ga kebagian tempat parkir. Mantapp",5,neutral,positive,neutral,"Spacious grounds, well-maintained, entrance ticket of 20,000 can be exchanged for a drink. Snack prices are relatively cheap. Highly recommended for people on vacation in Bandung. Weekends are never quiet, in fact, parking spots are often unavailable. Great!",,
b0d57a4c61b041ce97c8d38eeca20f84,2022-02-23 18:22:12,Terminal Wisata Grafika Cikole,"Indah bgt tempatnya, cocok buat rekreasi atau ngecamp ceria bareng keluarga karna tersedia penginapan juga didalam. Kebetulan kemarin kesana pas weekday jadi sepi bgt berasa grafika milik berdua hehe. Dan yang paling buat nyaman staf grafikanya ramah² bgt ☺️",5,neutral,positive,positive,"The place is very beautiful, suitable for recreation or a cheerful camping trip with family because there are also accommodations inside. Coincidentally, I went there on a weekday, so it was very quiet, felt like Grafika was ours alone hehe. And what made it most comfortable were the very friendly staff at Grafika ☺️",,
318b30d542044dab881f54167d0b11d8,2022-05-15 13:04:21,Taman Lembah DEWATA,Kesana waktu taun 2019 an htm murah terus adem danau nya juga baguss spot foto nya juga bagus cuman waktu kesana lagi masi tahap pembangunan yaa tapi tetep bagus ada nuansa ala ala bali nya juga hehehe recomended temen2 juga udah saya rekomenin datang kesana,3,neutral,neutral,positive,"There in 2019, the entrance fee was cheap, it was cool, the lake was also nice, the photo spots were also good. It was still under construction when I went, but it was still good, it had a Bali vibe too, hehehe. Recommended, I've already recommended it to my friends to come here.",,
18e6ba47c6ea423486e21a6e6396abdd,2021-02-15 13:29:13,Stone Garden,"Ini tempat meuni ""Wa'as"" kalo bahasa sundanya, hehe.. biasa dipakai prewedding juga, angin nya sejuk karena di dataran tinggi, cuma ada banyak monyet liar disana.. tapi cukup aman kok, hanya saja untuk lebih berhati hati dan diusahakan jangan kontak langsung",5,neutral,neutral,positive,"This place is really ""Wa'as"" in Sundanese, hehe.. it's usually used for pre-weddings too, the wind is cool because it's in a highland, there are just a lot of wild monkeys there.. but it's quite safe, just be extra careful and try not to make direct contact",,
928fd196836e43ea891c1220a18c1905,2022-02-15 13:23:03,Gunung Putri Lembang,"Lokasinya enggak jauh dari kota, tepatnya di Lembang, Kabupaten Bandung Barat, Jawa Barat.

Pendakian ke puncaknya pun enggak makan banyak waktu, cuma 30 menit. Meski begitu, semua pengunjung akan mendapatkan pemandangan matahari terbit yang indah dari sana.",5,positive,neutral,positive,"The location isn't far from the city, specifically in Lembang, West Bandung Regency, West Java.

The hike to the summit also doesn't take much time, only 30 minutes. Despite that, all visitors will get a beautiful sunrise view from there.",,
38ba817c15bd4d3eb6c1b80aab8e5980,2022-07-15 12:24:47,Curug Tilu Leuwi Opat,"Amazing untuk alamnya airnya bening tempatnya juga lumayan bersih cuma 1 yang bikin saya kecewa banget mba penjaga tiketnya saya nanya baik2 malah nyolot bikin emosi 😒 kalau orang nanya kan krn ga tau, mbanya yang ramah dong jelasinya ga usah pake nyolot 👎👎👎",1,neutral,negative,positive,"Amazing for its nature, the water is clear, the place is also quite clean, only 1 thing that made me very disappointed, the ticket attendant, I asked nicely but she was rude and made me angry 😒 if people ask it's because they don't know, you should explain kindly, no need to be rude 👎👎👎",,
d90f22d58d11499589c4f64ec7784d28,2022-02-15 21:10:54,Curug Halimun,"Sudah yg ke sekian kali nya berkunjung, sampai sampai si akang guide nya dah hapal betul dgn muka ini..ahaaa
Harus lebih banyak dibuat pengaman di setiap jalan yg bersebelahan dengan jurang saja, lain lain nya biarkan sesuai kehendak alam dan apa ada nya..🙏 …",5,neutral,neutral,neutral,"This is the umpteenth time visiting, even the guide knows my face by heart... ahaaa.
More safety barriers should be built on every path adjacent to a cliff, let the rest be according to nature's will and as it is.. 🙏 …",,
5d0fef7d9d134fb8b0ff5d9e3a69b83d,2022-02-15 14:05:01,Curug Layung Camp Situ Lembang,"Lokasi mudah di cari dekat dengan Dusun Bambu daerah Lembang. Harga tiket masuk terjangkau. Tempat nya bersih  cocok untuk berwisata outdoor bersama keluarga.
Akses jalan masuk masih berbatu. Air terjun nya jernih dan sejuk. Banyak spot menarik untuk berfoto.",4,positive,positive,positive,"The location is easy to find, near Dusun Bambu in the Lembang area. The entrance fee is affordable. The place is clean and suitable for outdoor recreation with family.
The access road is still rocky. The waterfall is clear and cool. There are many interesting photo spots.",,
cb8a1e355166497dadfdda4ad2a1ec20,2019-02-15 12:57:24,Kebun Begonia Lembang,"Selalu ada perbaikan dan berubahan tema background buat foto2, jadi tiap kesana selalu ada tempat baru untuk dijadiin destinasi foto. Tiket masuk terbilang murah krna hanya 10rb/org, untuk jenis kamera DSLR, Handycam maupun Drone dikenakan charge sebesar 50rb",3,neutral,neutral,positive,"There are always improvements and changes to the background themes for photos, so every time you go there, there's always a new spot to make into a photo destination. The entrance ticket is considered cheap at only 10,000 IDR per person, while there is a charge of 50,000 IDR for DSLR cameras, Handycam, or drones.",,
46944b6cf19a4646b9d7d42531ba4f6c,2022-02-23 18:13:00,Ciwangun Indah Camp (CIC),"Bagusssssss tapi Sayang rada creepy karena udh jarang di kunjungin orang, sepertinya faktor ppkm juga, tapi enak sih buat ngadem, paling the best mah hutan pinus sama kebun teh nya, semoga ke depan nya semakin bagus dan semakin nyaman lagi, yuk main ke cic🤗 …",4,neutral,neutral,neutral,"Great, but unfortunately a bit creepy because not many people visit it anymore. It seems like the PPKM factor played a role, but it's nice to cool down. The best parts are the pine forest and the tea garden. Hopefully, it will get even better and more comfortable in the future. Come visit Cic!",,
848f424e2f144221950e18c478053feb,2022-07-23 17:57:16,Floating Market Lembang,"HTM 30rb/orang (usia 2 tahun ke atas diihitung tiket).. lumayan banyak tempat baru, sayangnya mayoritas harus bayar lagi klo masuk. Tempat sholat pria dan wanita sudah dipisah, sayangnya tempat wudhu masih jadi 1. Sebaiknya pengunjung kesini dilarang merokok.",4,neutral,neutral,neutral,"HTM 30k/person (ages 2 and up are charged for a ticket).. quite a lot of new places, unfortunately, the majority require additional payment for entry. The prayer areas for men and women are separated, unfortunately, the ablution areas are still combined. Visitors here should preferably be prohibited from smoking.",,
8a60dca4ee6b4c29a3c2d9437e06ba97,2021-02-23 18:12:56,Ciwangun Indah Camp (CIC),Saya berkunjung ke curug tilu leuwi opat yg keb lokasinya berdekatan dengan ciwangun indah camp tempat yang lumayan menguras tenaga untuk hiking dan sampai ke curug tilu gais dan berkesempatan juga melihat penampakan tujub bidadari lagi mandi di bawah curug 3,4,neutral,neutral,neutral,"I visited Curug Tilu Leuwi Opat, which is located close to Ciwangun Indah Camp. It's a place that requires a good amount of energy for hiking to reach Curug Tilu, guys. And I also had the chance to see the apparition of seven angels bathing below Curug 3.",,
fdea10fb4808445f8d05413faf7f5140,2020-02-15 12:25:29,Curug Tilu Leuwi Opat,"
Tempat yang bagus untuk berjalan-jalan dan hiking ringan. Dan harga masuknya adalah Untuk 10k @orang dan 5k @mobil (5 okt 19). Tapi tempatnya agak kotor, sedikit tempat sampah dan setiap pengunjung dan penjaga harus ingat untuk menjaga kebersihan tempat itu.",4,neutral,negative,positive,"A nice place for a walk and light hiking. And the entrance fee is 10k per person and 5k per car (Oct 5, 19). But the place is a bit dirty, with few trash cans, and every visitor and guard should remember to keep the place clean.",,
dc2ecb4df3f24de19c0586f80d8cbee8,2021-02-15 13:43:47,Sanghyang Heuleut,"Kalo mau kesini jarak mulai dari tempat parkir lumayan jauh,saha lupa itu tempat parkir teh pintu pertama kalo gak salah,bayar parkir dan helm sekitar 10000ribu dan bayar tiket masuk 10000/15000an per orang,dan bisa menyewa jasa tour gate biar tidak tersesat.",5,neutral,neutral,neutral,"If you want to come here, the distance from the parking lot is quite far. I forgot, the parking lot is the first entrance, if I'm not mistaken. Parking and helmet fees are around 10,000 rupiah, and entrance tickets are 10,000/15,000 per person. You can also hire a tour guide to avoid getting lost.",,
119e3a87efed4419871a4a22c7a9c07d,2022-02-15 12:39:07,Sarae Hills,Pemandangannya indah banget... Banyak spot spot foto kayak berasa keliling dunia...mba mba dan mas masnya ramah dn dengan senang hati mau motoin kita.. keren lah..sayang belum semua jadi bngunannya..mungkin nanti.bakal lebih meriah dan bnyak lagi spot fotonya,4,neutral,positive,positive,"The view is really beautiful... Lots of photo spots, it feels like traveling around the world... The ladies and gentlemen there are friendly and happy to take photos for us... it's cool... It's a shame not all the buildings are finished yet... maybe later it will be more festive and have even more photo spots.",,
f0d5097bd4ac4a95b90a92bc676b07be,2022-02-23 17:57:12,Floating Market Lembang,Cocok untuk liburan berasama keluarga maupun sahabat. Tempatnya luas. Ada beberapa tempat yg kalo mau masuk bayar lagi salah satunya kota mini. Kalo mau murah lebih baik include semua wahana yg ada. Kalo mau masuk floating markernya saja harga tiketnya 30.000,5,neutral,positive,neutral,"Suitable for holidays with family or friends. The place is spacious. There are some places where you have to pay again to enter, one of them is the mini city. If you want it to be cheap, it's better to include all the existing rides. If you only want to enter the floating market, the ticket price is 30,000.",,
075711d01e7e45d2a1f59db01e28871a,2020-02-15 13:48:38,Curug Maribaya,"Bayar tiket masuk per orang 35 ribu update per tanggal 03 Agustus 2019.

mengecewakan, Airnya tidak jernih, pelayanan tdk memuaskan, kebersihan tempat wisata tidak di jaga dengan baik oleh staff karyawan maribaya nya. Saya harap pelayanan nya lebih baik lagi.",2,neutral,negative,negative,"Entrance ticket per person is 35 thousand, updated as of August 3, 2019.

Disappointing, the water is not clear, the service is unsatisfactory, the cleanliness of the tourist spot is not well maintained by the Maribaya staff. I hope the service will be better.",,
90a3cd4679e34ba7b583286d32bd51f3,2019-02-15 13:23:12,Gunung Putri Lembang,"Tempatnya sudah pasti sejuk, nyaman kalau buat camp, naik keatasnya juga bentar sekitar 15menitan. Ada benteng belandanya juga, diatas ada 2 toilet, tapi 2 2nya kadang susah air dan bau. Kalau kebelet bgt harus turun ketoilet deket parkiran yg ada warung2nya.",4,neutral,negative,neutral,"The place is definitely cool and comfortable for camping, and it only takes about 15 minutes to get up. There's also a Dutch fort. Upstairs there are two toilets, but both of them sometimes have water issues and smell bad. If you really have to go, you have to go down to the toilet near the parking lot with the small shops.",,
7f168b71fdd747c7b117175c150e4282,2021-02-15 14:15:30,Bukit Senyum,"wisata alam yang belum terjamah di Bandung Barat

Sebelum masuk hutan pinus ada pos tiket + portal tapi tidak ada orang yg jaga (sewaktu saya ke sana)

Penjaga tiket berada di dalam hutan skitar 500meter dr portal dimana ada warung2 jual makanan di sekitarnya",3,neutral,positive,neutral,"Untouched natural tourism in West Bandung

Before entering the pine forest, there was a ticket post + portal but no one was guarding it (when I went there)

The ticket keeper was inside the forest about 500 meters from the portal, where there were warungs selling food nearby.",,
0007deb9aeda4276802fa4ff85a1d3ca,2022-11-15 21:07:29,Curug Panganten,"Curug Yang Sangat Indah Dan Air Nyapun Sangat Jernih..
Akses Jalan Nya Pun Ga Terlalu Sulit
Bawa Keluarga Pun Aman..
Dan Jangan Lupa Tetap Jaga Kebersihan Nya
Bawa Sampah Nya Pulang Ya Terima Kasih asih.. Lestari Kan Alam Biar Anak Cucu Kita Bisa Menikmatinya",5,neutral,neutral,positive,"A very beautiful waterfall with very clear water.
The road access is not too difficult either.
Safe to bring the family.
And don't forget to keep it clean.
Please take your trash home. Thank you. Preserve nature so that our children and grandchildren can enjoy it.",,
59d5823580104f14bb9e19fc1e5fd4d0,2019-02-15 12:57:11,Kebun Begonia Lembang,"Kebun yang indah, berbagai jenis bunga ada disini, pelataran kebun cukup luas, untuk berphoto ria atau selfie, view telah disiapkan untuk photo, bunga yang aneka warna menambah serunya photo, mau beli bunga atau hasil kebun bisa disini, lokasi cukup strategis",4,neutral,neutral,positive,"A beautiful garden, various types of flowers are here, the garden grounds are quite spacious, for taking photos or selfies, views have been prepared for photos, the multicolored flowers add to the excitement of the photos, you can buy flowers or garden produce here, the location is quite strategic",,
acfda3c3f2044fd5b5feaf676bd3ba54,2020-02-15 13:48:38,Curug Maribaya,"Tempat rekreasi balik ke alam yang sangat cocok untuk keluarga, di dalam banyak tempat untuk selfie instagram, ada juga kolam rendam publik dan private air gunung yg mengandung sedikit belerang, ada tempat bermain anak juga, tempat rekreasi terawat dan bersih",4,neutral,positive,positive,"A very suitable recreational place for families to return to nature, with many spots for Instagram selfies, there are also public and private natural spring pools with a slight sulfur content, there is also a children's playground, the recreational place is well-maintained and clean.",,
c45e648cd1754d21abb5101dc5e8f9e3,2020-02-23 18:35:04,Orchid Forest Cikole,Tempat wisata menyenangkan untuk keluarga banyak spot foto yang indah dan keren2. Recommended banget. Waktu kesana weekdays jadi untuk foto2 lebih leluasa ga terlalu keganggu yang lain atau antri. Pokok nya keren dan patut di coba kalau yang blm pernah kesana.,5,neutral,neutral,positive,"A fun tourist spot for families with many beautiful and cool photo spots. Highly recommended. Went there on a weekday, so it was more relaxed for taking photos without being bothered by others or having to queue. Anyway, it's cool and worth trying if you haven't been there before.",,
3acff662d23d4df5bcb53de993396caa,2021-02-23 18:04:20,Gunung Tangkuban Parahu,"Tempat wisata yang udah terkenal dan tidak diragukan lagi, tiket masuknya 40rb untuk satu orang, perjalanan dari pos masuk ke puncak butuh sekitar 10 menit, pemandangannya indah. Lalu masih ada bau belerang juga. Worth it banget untuk yang belum pernah kesini.",5,neutral,neutral,positive,"A well-known and undoubtedly famous tourist spot. The entrance fee is 40,000 IDR per person. The journey from the entrance post to the summit takes about 10 minutes. The view is beautiful. There's also a sulfur smell. It's really worth it for those who haven't been here before.",,
7bd675d3720649ad92a46ac1ca75153b,2019-02-15 12:24:52,Curug Tilu Leuwi Opat,"Curug paling dekat hanya 300m dari pintu masuk. Untuk pergi ke curug paling jauh(curug Tilu), akses jalannya masih belum di tata dengan rapih, kita seperti mengikuti jalur pipa air warga, saat sampai di tempat(curug paling jauh), wisatawan tidak boleh berenang",2,negative,neutral,negative,"The closest waterfall is only 300m from the entrance. To get to the furthest waterfall (Curug Tilu), the access road is not yet neatly arranged, it's like we're following the villagers' water pipe path. When you reach the location (furthest waterfall), tourists are not allowed to swim.",,
3d32282dbcac4a52808df8ce6b5d725d,2019-02-15 13:23:20,Gunung Putri Lembang,"Gunung putri terletak di daerah lembang. Akses menuju kesana tidaklah sulit. Bisa pakai kendaraan umum maupun pribadi. Jalur untuk mencapai tempat camping nya pun cukup mudah hanya melewati beberapa tanjakan landai, estimasi memerlukan wakti sekitar 20menitan.",4,positive,neutral,neutral,"Gunung Putri is located in the Lembang area. Accessing it is not difficult. You can use public or private transportation. The path to reach the camping site is quite easy, only passing a few gentle inclines, estimated to take about 20 minutes.",,
a988e528ff5a4b7e81109fcf6659561a,2022-03-23 18:04:05,Gunung Tangkuban Parahu,"Setelah sekian lama ga ke TWA GTP, Alhamdulillah bs kesana lagi..dingin, seger, refreshing rasanya....prokes berjalan dg baik, mulai dari pengecekan bukti vaksin sampai ada petugas yg selalu mengingatkan utk tetap memakai masker, semoga tetap di pertahankan...",5,neutral,positive,positive,"After a long time of not going to TWA GTP, thank God I could go again.. it felt cold, fresh, and refreshing.... health protocols were well-implemented, starting from checking vaccination proof to having officers who always reminded us to keep wearing masks, hopefully, this will be maintained...",,
4f8da082d5cd417dba174df015b7d518,2020-02-23 17:58:40,Floating Market Lembang,Wahana wisata keluarga yg wajib dkunjungi klu kbandung... Pasar apung nya beda dari yg lain karna kita hrs menukarkan koin utk belanjan di dalem nya.. Tiket masuk bisa dtuker dengan secangkir kopi or coklat hangat cocok dnikmati di udara yg sejuk... #letsguide,3,neutral,neutral,neutral,"A family tourist attraction that is a must-visit when in Bandung... The floating market is different from others because we have to exchange coins to shop inside... The entrance ticket can be exchanged for a cup of coffee or hot chocolate, perfect to enjoy in the cool air... #letsguide",,
cb2beb6bb50f4e0491d44cda28925ac9,2019-02-23 18:05:10,Gunung Tangkuban Parahu,Kayanya laen kali musti pake jaket jam 4 kabutnya mulai banyak.. eh para pedagang sana toh loohh baiknya jadii mereka nawarin foto... semangat banget kirain ma mereka mau di bayar.. ga taunya beneran mereka tulus mau motoin jepret2 dan nyari spot yang bagus...,5,neutral,neutral,neutral,"Maybe next time I have to wear a jacket at 4 o'clock, the fog starts to get thick.. Oh, the vendors there are so nice, they even offered to take photos... I was so excited, I thought they wanted to be paid... Turns out they genuinely wanted to take pictures and find good spots...",,
50375a0b1b9a4517a771f1a0d5a742e9,2022-12-15 12:24:40,Curug Tilu Leuwi Opat,"Lokasi suasana oke.
Fasilitas seperti toilet buat yang camping cukup kotor termasuk air kurang bersih. banyak yang harus dibenahi.
Tenda camping kualitas kurang baik jika hujan rembes jadi disarankan bawa tenda sendiri jika ingin camping di sini.
Harga oke lah",4,neutral,negative,positive,"The location and ambiance are okay.
Facilities like the toilets for campers are quite dirty, and the water is not very clean. Many things need to be fixed.
The camping tent quality is not good; if it rains, it leaks, so it's recommended to bring your own tent if you want to camp here.
The price is okay.",,
bfbad94c3e55429fa23896b1389c9312,2022-02-23 18:34:56,Orchid Forest Cikole,"harga tiket nya lumayan pricy 47.500 perorang belum termasuk transport, tapi sebanding sama experience nya karena tempatnya luas banget dan disedian shuffle gratis untuk balik ke tempat parkir jadi ga capek. dan yang paling penting toilet nya ga susah ditemuin",5,neutral,negative,positive,"The ticket price is quite pricey at 47,500 per person, not including transport, but it's worth the experience because the place is very spacious and there's a free shuttle provided to get back to the parking lot, so you don't get tired. And most importantly, the toilets are easy to find.",,
170a5114df294524a54adbffbae18f38,2021-02-23 18:35:05,Orchid Forest Cikole,"Tempat nya cocok banget buat liburan keluarga, sahabat, pacar, gebetan, semuanyaaaa.. Dari anak kecil sampe orang tua jg sangat cocok disini. Sambil diiringi dengan udara yang segar, cocok banget deh buat kalian yang suka foto2 sekalian menikmati alam ..👌👌👌👌 …",5,neutral,neutral,positive,"The place is perfect for a family vacation, with friends, a partner, a crush, everyoneeee.. From young children to the elderly, it's very suitable here. Accompanied by fresh air, it's really great for those of you who like to take photos while enjoying nature..👌👌👌👌 …",,
5875f49d07e74b20b6fd0bdbaa0bd322,2022-04-23 17:57:00,Floating Market Lembang,"Cukup menarik untuk dikunjungi bersama keluarga di akhir pekan walau aga crowded. Tapi dilokasi ini banyak menyuguhkan banyak tema dari mulai danau buatan, mini zoo, bangunan tematik dan miniatur kereta api. Seru Banget dan tempatnya nya juga bersih dan rapih.",4,neutral,positive,positive,"Interesting enough to visit with family on the weekend, even though it's a bit crowded. But this place offers many themes, from an artificial lake, a mini zoo, thematic buildings, and a model train. Very exciting, and the place is also clean and tidy.",,
428f97fb42554802aa9fe193e7717712,2019-02-15 12:24:44,Curug Tilu Leuwi Opat,"Tempat yang terbilang Baru, sarana menuju Curug Seupan cukup bagus, terdapat saung² istirahat, paket wisata outbound camping. Akses ke Curug Tilu tidak disarankan karena Jalan gelap & berbahaya. Kantin dekat curug seupan tutup, kantin gerbang masuk curug buka.",4,neutral,positive,positive,"A relatively new place, the facilities to reach Curug Seupan are quite good, with resting gazebos and outbound camping tour packages available. Access to Curug Tilu is not recommended due to the dark and dangerous road. The canteen near Curug Seupan is closed, but the canteen at the entrance to Curug is open.",,
1e4e3ea65fa2438093d2766942f5901b,2022-02-23 18:04:22,Gunung Tangkuban Parahu,"Ini iconya lembang dan pasti banyak pemandangan indah yg bisa kita lihat dari setiap sudut gunung ini...
Apalagi dengan historynya yg legend...
Dan goa jepang yang ada disana... Menjadi daya tarik lebih untuk berkunjung...
Dijalamin puas berlama lama disini...",5,neutral,positive,positive,"This is the icon of Lembang and there are definitely many beautiful views we can see from every corner of this mountain...
Especially with its legendary history...
And the Japanese cave there... Becomes an added attraction to visit...
You can explore it and be satisfied for a long time here...",,
0a4d206f2c274ee4aaef5091d9fbcd46,2022-02-15 13:22:48,Gunung Putri Lembang,"Untuk Bandung dsk Gunung putri jadi Salah satu primadona jika ingin berburu sunrise.
Kalau sedang beruntung kalian bisa dapet view ""lautan awan"".
Jarak dari tempat parkir menuju lokasi juga ga terlalu jauh so friendly banget klo mau ajak nge-camp bareng family.",5,positive,neutral,positive,"For Bandung and its surroundings, Gunung Putri is one of the prime choices if you want to hunt for the sunrise.
If you're lucky, you can get a ""sea of clouds"" view.
The distance from the parking lot to the location is not too far, so it's very friendly if you want to invite the family for a camping trip.",,
526a0d38e3bf411fbe07f7896049c79e,2019-02-15 13:28:47,Stone Garden,"Wow main kesini seperti berada di dunia lain.hamparan batu"" cantik yang tersusun rapi serta tebing membuat indah pemandangan..
Rincian biaya masuknya .
Pungli Tanpa Tiket : Rp 5.000
Tiket Masuk Kawasan : Rp 8.000
Parkir Motor : Rp 5.000

Total Rp 23.000 / Orang",5,neutral,neutral,positive,"Wow, coming here feels like being in another world. The expanse of beautiful, neatly arranged stones and the cliffs make for a beautiful view.
Entrance fee details:
Unofficial fee (no ticket): Rp 5,000
Area entrance ticket: Rp 8,000
Motorcycle parking: Rp 5,000

Total Rp 23,000 / Person",,
48479b734eb44e7e96e568dd54290cd7,2022-07-23 18:35:10,Orchid Forest Cikole,"Tempatnya sejuk banget, kasih makan bunny (beli wortel) cuma 8rb aja, staff nya ramah semua, ditiap sudut ada tempat cuci tangan, toiletnya juga bersih, mushola nyaman banget, tempat makan juga nyaman, makanannya enak2 dan yang pasti bakal balik lagi kesini deh",2,neutral,positive,positive,"The place is really cool, feeding the bunnies (buying carrots) is only 8k, all the staff are friendly, there are handwashing stations in every corner, the toilets are also clean, the prayer room is very comfortable, the dining area is also comfortable, the food is delicious and I will definitely come back here again",,
8940ed7ea53744419a0aab6f05375bcd,2020-02-23 18:35:08,Orchid Forest Cikole,"Tempatnya oke banget, parkiran juga tersedia, ada shuttle bus utk balik lagi ke parkiran. Hanya sangat disayangkan bukanya cuman sampai jam 18.00, mentok2 jam set 7. Buat ambil foto di spot yg ada lampu2 nya jadi terbatas, kalau bisa agak lebih lama gitu. Trims",5,neutral,positive,negative,"The place is really great, parking is also available, and there's a shuttle bus to get back to the parking lot. It's just a shame it only opens until 6:00 PM, at the latest 6:30 PM. This limits taking photos at the spots with lights, it would be better if it could stay open a bit longer. Thanks",,
1365f506c8574a9bbc9580c4ae15ac42,2022-08-15 13:29:23,Stone Garden,"Tiket masuk terjangkau fasilitas sudah sangat lengkap mulai dari mck, warung tempat ibadah, saung saung, viewnya bagus banget berasa kaya di jaman jaman batu, gaada petunjuk buat jalan masuknya dan jalannan masih berbatu sejalur dengan truk penambang batu kapur",4,neutral,positive,positive,"Affordable entrance ticket, very complete facilities from toilets, stalls, places of worship, gazebos, the view is really good, feels like it's from the stone age, there are no signs for the entrance and the road is still rocky, sharing the path with limestone mining trucks.",,
1e659b46b1e34d01946ed02f2066ef8d,2020-02-15 13:04:14,Taman Lembah DEWATA,"Tempat lumayan bagus, view danau dan padang ilalang. Ada tempat outbond untuk anak-anak, kereta wisata, sepeda dan becak mini, kapal-kapal bebek, dermaga di danau.
Biaya masuk hanya Rp 10.000

Tapi saat saya berkunjung masih terlihat renovasi dibeberapa tempat.",5,neutral,neutral,positive,"A pretty good place, with views of the lake and a field of reeds. There is an outbound area for children, a tourist train, bicycles and mini rickshaws, swan boats, and a pier on the lake.
The entrance fee is only Rp 10,000.

However, when I visited, renovation was still visible in some areas.",,
713e4ed9d37545b88c917cfd265b12d8,2022-03-23 17:57:01,Floating Market Lembang,"Tempat nya lumayan bagus buat anak2. Sekedar informasi, Masuk ke tempat anak2 byr 25rb org, mau permainan ky jd  pemadam kebakaran per anak 25 rb. Tiket masuk di awal 35rb per orang, parkir 1 jam pertama 3000 klo ga salah. Di dalam taman mini nya ada cafe juga.",5,neutral,neutral,positive,"The place is quite good for children. For your information, entry to the children's area costs 25,000 per person, and games like being a firefighter cost 25,000 per child. The general entrance ticket is 35,000 per person. Parking is 3,000 for the first hour, if I'm not mistaken. Inside the mini park, there's also a cafe.",,
7e14820dd3ea4de29e45c5eeaafa395f,2019-02-23 17:58:31,Floating Market Lembang,Tempat yang sangat luas dan sangat indah untuk refreshing alam dengan penataan view yang luar biasa cantik sehingga banyak sekali spot yang bisa dijadikan untuk tempat berfoto. Ditambah harga yang ditawarkan pun terbilang murah antara 5ribu hingga 35ribu rupiah,4,neutral,positive,positive,"A very spacious and very beautiful place for nature refreshing with an exceptionally beautiful view arrangement, making it a place with many spots that can be used for taking photos. In addition, the prices offered are quite cheap, between five thousand to thirty-five thousand rupiah.",,
ebdbecd10c0841efa4df1d0b5f38545f,2019-02-23 18:34:40,Orchid Forest Cikole,"Tempatnya bagus banget. Terlebih jika bawa anak2, mereka bisa bermain berlarian.
Terdapat taman tema yg bagus2 dan instagramable.
Fasiltas lengkap dari mulai disediakan shuttle untuk kembali ke parkiran.
Dan WC nya bersih dan tersebar jadi aman.

Lovely place ❤",4,neutral,positive,positive,"The place is really nice. Especially if you bring children, they can run around and play.
There are nice and Instagrammable theme parks.
Complete facilities, starting from providing a shuttle to return to the parking lot.
And the restrooms are clean and spread out so they are safe.

Lovely place ❤",,
3fc111218fc843c8b0a3aa42491a110a,2020-02-15 13:48:39,Curug Maribaya,"Tiket masuk 35rb/org. Mending bayar pake OvO lebih murah sedikit. Seger, adem tempatnya. Cocok kalo untuk liburan bareng keluarga. Tapi sayangnya gak bisa main air di air terjunnya. Boleh renang tapi di VIP pool sekitar 100rbuan. Ada playground utk anak anak😊 …",5,neutral,neutral,neutral,"Entrance fee is 35,000 IDR/person. It's better to pay with OVO, it's slightly cheaper. The place is refreshing and cool. Suitable for holidays with family. But unfortunately, you can't play in the waterfall. Swimming is allowed in the VIP pool for around 100,000 IDR. There's a playground for children 😊…",,
